TransactionID,CustomerID,TransactionAmount,TransactionDate,MerchantID,CardType,CustomerAge,CustomerGender,CustomerIncome,TransactionCategory
2299,6416,4238.63,2022-04-06 18:00:00,117,Debit,48,Female,135925.77,Entertainment
2300,9676,3149.4,2022-04-06 19:00:00,751,Prepaid,44,Female,29300.12,Electronics
2301,8239,2446.09,2022-04-06 20:00:00,497,Prepaid,42,Male,65921.4,Entertainment
2302,7710,4450.37,2022-04-06 21:00:00,693,Debit,59,Male,92400.74,Electronics
2303,6000,4227.46,2022-04-06 22:00:00,288,Prepaid,49,Male,133573.93,Groceries
2304,5654,1488.24,2022-04-06 23:00:00,719,Credit,70,Male,121601.36,Dining
2305,9078,3958.48,2022-04-07 00:00:00,845,Debit,61,Female,22915.07,Groceries
2306,7063,501.96,2022-04-07 01:00:00,879,Credit,28,Female,127282.26,Electronics
2307,3285,4114.71,2022-04-07 02:00:00,203,Credit,71,Male,102955.61,Travel
2308,6223,3378.9,2022-04-07 03:00:00,745,Debit,64,Female,37335.29,Travel
2309,7971,443.89,2022-04-07 04:00:00,443,Prepaid,43,Female,100272.08,Utilities
2310,4525,3416.99,2022-04-07 05:00:00,470,Debit,53,Female,126326.25,Dining
2311,3822,2904.69,2022-04-07 06:00:00,132,Prepaid,54,Male,98274.54,Entertainment
2312,5943,2974.78,2022-04-07 07:00:00,848,Credit,73,Male,149889.08,Groceries
2313,7530,1457.87,2022-04-07 08:00:00,473,Prepaid,50,Male,85910.44,Groceries
2314,1258,1336.15,2022-04-07 09:00:00,947,Credit,50,Female,107507.04,Electronics
2315,1282,3813.86,2022-04-07 10:00:00,277,Credit,59,Female,29148.56,Utilities
2316,2898,1287.78,2022-04-07 11:00:00,111,Credit,53,Female,125715.76,Dining
2317,5135,2234.08,2022-04-07 12:00:00,962,Debit,30,Male,101133.39,Entertainment
2318,7629,3475.47,2022-04-07 13:00:00,840,Prepaid,31,Male,92961.56,Dining
2319,4200,402.68,2022-04-07 14:00:00,920,Prepaid,68,Male,112145.13,Travel
2320,6110,2974.77,2022-04-07 15:00:00,880,Prepaid,54,Male,92866.27,Utilities
2321,8167,2948.93,2022-04-07 16:00:00,989,Credit,60,Female,119638.68,Dining
2322,1612,3422.72,2022-04-07 17:00:00,555,Debit,57,Female,95857.03,Entertainment
2323,1687,1852.79,2022-04-07 18:00:00,969,Prepaid,18,Male,87607.0,Utilities
2324,4690,2247.65,2022-04-07 19:00:00,742,Prepaid,22,Male,37552.53,Entertainment
2325,9804,1653.2,2022-04-07 20:00:00,348,Debit,47,Female,81338.0,Groceries
2326,3307,4041.8,2022-04-07 21:00:00,547,Prepaid,70,Female,89970.51,Groceries
2327,8133,657.4,2022-04-07 22:00:00,669,Debit,35,Male,101194.59,Entertainment
2328,7509,4814.95,2022-04-07 23:00:00,103,Debit,62,Male,79265.98,Groceries
2329,6906,3176.01,2022-04-08 00:00:00,335,Prepaid,54,Male,39063.65,Groceries
2330,3591,4435.1,2022-04-08 01:00:00,272,Debit,73,Female,39547.14,Groceries
2331,8183,2134.03,2022-04-08 02:00:00,421,Debit,56,Female,113728.41,Entertainment
2332,6248,1664.73,2022-04-08 03:00:00,470,Prepaid,29,Female,105988.14,Groceries
2333,9766,4504.13,2022-04-08 04:00:00,647,Credit,51,Female,53734.91,Travel
2334,6108,498.87,2022-04-08 05:00:00,890,Prepaid,62,Female,77961.49,Utilities
2335,4604,589.95,2022-04-08 06:00:00,848,Prepaid,31,Male,59904.5,Entertainment
2336,1669,1500.24,2022-04-08 07:00:00,886,Credit,55,Male,43532.97,Dining
2337,5364,4799.08,2022-04-08 08:00:00,395,Debit,33,Male,62401.27,Utilities
2338,8329,3167.18,2022-04-08 09:00:00,939,Prepaid,59,Male,54149.58,Electronics
2339,2283,2773.2,2022-04-08 10:00:00,499,Credit,28,Male,30715.59,Utilities
2340,1923,3528.25,2022-04-08 11:00:00,157,Credit,50,Female,85583.25,Electronics
2341,2125,2090.29,2022-04-08 12:00:00,974,Prepaid,32,Male,78614.93,Travel
2342,2529,3791.58,2022-04-08 13:00:00,629,Prepaid,65,Male,112899.08,Entertainment
2343,9438,1969.19,2022-04-08 14:00:00,647,Credit,59,Male,100639.74,Dining
2344,4711,4132.68,2022-04-08 15:00:00,507,Prepaid,27,Female,64639.16,Entertainment
2345,9004,1340.14,2022-04-08 16:00:00,740,Credit,20,Male,84519.55,Dining
2346,7274,1391.35,2022-04-08 17:00:00,612,Prepaid,28,Female,89690.8,Dining
2347,4864,2614.3,2022-04-08 18:00:00,163,Credit,28,Male,139281.32,Entertainment
2348,8833,2156.65,2022-04-08 19:00:00,673,Prepaid,33,Male,147620.26,Utilities
2349,7788,3242.34,2022-04-08 20:00:00,977,Prepaid,55,Female,126020.56,Groceries
2350,1226,1824.63,2022-04-08 21:00:00,519,Prepaid,47,Male,93073.59,Electronics
2351,1264,1156.6,2022-04-08 22:00:00,942,Debit,58,Male,140653.89,Groceries
2352,1645,2351.69,2022-04-08 23:00:00,245,Prepaid,18,Female,43154.65,Electronics
2353,8544,2806.98,2022-04-09 00:00:00,371,Credit,55,Male,110544.49,Groceries
2354,6569,717.29,2022-04-09 01:00:00,116,Credit,67,Female,79860.8,Entertainment
2355,3990,2785.81,2022-04-09 02:00:00,891,Debit,74,Female,38817.36,Entertainment
2356,3504,1599.69,2022-04-09 03:00:00,197,Debit,62,Female,29777.3,Dining
2357,1587,1965.3,2022-04-09 04:00:00,551,Debit,51,Female,82496.44,Travel
2358,5079,1400.19,2022-04-09 05:00:00,838,Prepaid,36,Female,51066.0,Entertainment
2359,4348,4657.39,2022-04-09 06:00:00,997,Prepaid,51,Male,52565.81,Electronics
2360,7299,3418.26,2022-04-09 07:00:00,342,Credit,53,Male,61628.2,Dining
2361,4831,1315.99,2022-04-09 08:00:00,578,Credit,21,Male,113387.35,Electronics
2362,9381,3226.93,2022-04-09 09:00:00,300,Prepaid,27,Female,41331.65,Groceries
2363,2715,4243.62,2022-04-09 10:00:00,572,Credit,34,Male,113282.27,Travel
2364,7450,2011.14,2022-04-09 11:00:00,278,Prepaid,73,Female,121752.29,Entertainment
2365,6433,4150.64,2022-04-09 12:00:00,607,Debit,33,Male,97282.41,Groceries
2366,2098,776.3,2022-04-09 13:00:00,552,Prepaid,38,Female,52182.48,Dining
2367,8096,4114.79,2022-04-09 14:00:00,369,Prepaid,45,Female,26699.23,Electronics
2368,3326,2703.77,2022-04-09 15:00:00,333,Prepaid,25,Male,73032.86,Utilities
2369,7416,1118.76,2022-04-09 16:00:00,723,Credit,46,Male,130167.88,Travel
2370,7980,2038.67,2022-04-09 17:00:00,585,Prepaid,23,Male,33243.13,Entertainment
2371,7763,4940.02,2022-04-09 18:00:00,677,Prepaid,47,Female,116828.0,Electronics
2372,2674,3918.86,2022-04-09 19:00:00,437,Prepaid,19,Male,80825.68,Entertainment
2373,8950,2877.56,2022-04-09 20:00:00,960,Debit,72,Female,136848.3,Entertainment
2374,9915,580.24,2022-04-09 21:00:00,856,Prepaid,64,Male,66305.75,Electronics
2375,7049,2091.97,2022-04-09 22:00:00,856,Prepaid,48,Female,111617.35,Entertainment
2376,2089,1318.94,2022-04-09 23:00:00,547,Prepaid,42,Female,116215.52,Dining
2377,5578,359.65,2022-04-10 00:00:00,683,Credit,40,Male,45836.42,Travel
2378,1155,2713.31,2022-04-10 01:00:00,456,Debit,60,Male,40559.1,Groceries
2379,2958,4446.48,2022-04-10 02:00:00,148,Debit,38,Male,32055.05,Travel
2380,7344,3379.62,2022-04-10 03:00:00,595,Prepaid,33,Female,111205.7,Groceries
2381,6779,1252.15,2022-04-10 04:00:00,445,Prepaid,21,Female,91259.56,Dining
2382,7144,2870.06,2022-04-10 05:00:00,801,Credit,60,Male,31273.44,Travel
2383,6063,4716.46,2022-04-10 06:00:00,392,Prepaid,63,Male,60083.44,Dining
2384,4830,3615.96,2022-04-10 07:00:00,788,Credit,25,Male,38505.03,Electronics
2385,9831,3448.92,2022-04-10 08:00:00,772,Prepaid,23,Female,32048.53,Groceries
2386,7659,4840.95,2022-04-10 09:00:00,249,Credit,70,Female,58840.25,Electronics
2387,1441,3995.37,2022-04-10 10:00:00,681,Debit,72,Male,32518.48,Electronics
2388,7040,687.43,2022-04-10 11:00:00,644,Prepaid,44,Male,53824.18,Travel
2389,6925,1741.44,2022-04-10 12:00:00,895,Credit,68,Female,91853.49,Entertainment
2390,8358,4825.88,2022-04-10 13:00:00,955,Credit,74,Female,92917.55,Entertainment
2391,5628,2451.08,2022-04-10 14:00:00,359,Prepaid,53,Male,41840.3,Dining
2392,7370,562.63,2022-04-10 15:00:00,421,Credit,53,Male,44831.76,Travel
2393,1948,2295.73,2022-04-10 16:00:00,176,Prepaid,41,Male,131146.3,Electronics
2394,9179,3486.48,2022-04-10 17:00:00,209,Prepaid,23,Female,41701.54,Utilities
2395,7115,4987.75,2022-04-10 18:00:00,916,Credit,60,Male,25946.39,Dining
2396,1459,1622.91,2022-04-10 19:00:00,995,Credit,50,Female,51826.71,Electronics
2397,8568,2572.86,2022-04-10 20:00:00,750,Credit,19,Male,94935.43,Dining
2398,5646,4399.01,2022-04-10 21:00:00,646,Debit,58,Male,20939.18,Utilities
2399,1392,1779.56,2022-04-10 22:00:00,522,Prepaid,33,Male,148048.32,Groceries
2400,2787,550.76,2022-04-10 23:00:00,493,Prepaid,55,Male,49950.65,Dining
2401,8374,4744.93,2022-04-11 00:00:00,334,Debit,72,Male,50955.28,Dining
2402,2138,2444.76,2022-04-11 01:00:00,429,Debit,26,Male,116020.27,Electronics
2403,5741,2516.4,2022-04-11 02:00:00,811,Credit,68,Female,52263.28,Entertainment
2404,8418,3107.89,2022-04-11 03:00:00,424,Prepaid,22,Female,71499.68,Electronics
2405,7362,22.67,2022-04-11 04:00:00,250,Debit,70,Male,90709.43,Travel
2406,3454,4656.0,2022-04-11 05:00:00,645,Debit,27,Female,22843.42,Electronics
2407,4674,1810.45,2022-04-11 06:00:00,735,Prepaid,47,Female,128848.04,Utilities
2408,2377,1987.67,2022-04-11 07:00:00,978,Prepaid,24,Female,86566.6,Entertainment
2409,7701,874.68,2022-04-11 08:00:00,131,Prepaid,46,Female,60679.47,Travel
2410,3597,1893.87,2022-04-11 09:00:00,371,Credit,19,Male,71972.26,Utilities
2411,1141,4020.7,2022-04-11 10:00:00,935,Debit,37,Male,27257.21,Entertainment
2412,3659,4000.96,2022-04-11 11:00:00,921,Credit,21,Male,113337.54,Travel
2413,5596,4679.31,2022-04-11 12:00:00,735,Prepaid,45,Male,90135.57,Electronics
2414,6661,2019.13,2022-04-11 13:00:00,467,Prepaid,25,Male,138818.89,Entertainment
2415,7142,3545.06,2022-04-11 14:00:00,591,Debit,52,Female,80344.29,Utilities
2416,6626,2538.65,2022-04-11 15:00:00,415,Credit,19,Female,127692.2,Utilities
2417,9787,4021.09,2022-04-11 16:00:00,689,Credit,58,Male,44482.71,Entertainment
2418,9472,3564.15,2022-04-11 17:00:00,687,Credit,45,Male,27346.22,Utilities
2419,1423,1842.68,2022-04-11 18:00:00,671,Prepaid,28,Male,143297.22,Utilities
2420,7999,1686.69,2022-04-11 19:00:00,696,Debit,53,Male,53404.55,Groceries
2421,5249,1265.95,2022-04-11 20:00:00,467,Credit,26,Female,128365.88,Groceries
2422,2750,2884.7,2022-04-11 21:00:00,179,Prepaid,55,Female,53453.38,Dining
2423,5757,4819.4,2022-04-11 22:00:00,985,Prepaid,18,Female,40259.42,Groceries
2424,2967,1004.33,2022-04-11 23:00:00,271,Credit,44,Female,115229.02,Entertainment
2425,5088,480.79,2022-04-12 00:00:00,357,Debit,20,Male,121192.8,Dining
2426,5178,601.41,2022-04-12 01:00:00,378,Debit,56,Male,129669.66,Electronics
2427,8789,3916.58,2022-04-12 02:00:00,603,Credit,26,Male,132432.93,Dining
2428,3946,1753.77,2022-04-12 03:00:00,832,Prepaid,57,Female,82807.06,Utilities
2429,6394,1125.71,2022-04-12 04:00:00,657,Prepaid,45,Male,72028.2,Travel
2430,8880,1767.46,2022-04-12 05:00:00,590,Credit,38,Male,117625.97,Dining
2431,6075,3228.43,2022-04-12 06:00:00,684,Prepaid,45,Male,94020.22,Groceries
2432,8230,2736.2,2022-04-12 07:00:00,665,Prepaid,62,Female,145486.94,Electronics
2433,2531,3719.23,2022-04-12 08:00:00,938,Credit,41,Male,68858.68,Travel
2434,3990,1698.68,2022-04-12 09:00:00,832,Prepaid,35,Female,25573.82,Dining
2435,8155,2262.88,2022-04-12 10:00:00,992,Credit,68,Female,96609.59,Electronics
2436,5493,514.33,2022-04-12 11:00:00,436,Credit,73,Female,65951.05,Groceries
2437,1933,369.93,2022-04-12 12:00:00,620,Credit,26,Male,64547.58,Electronics
2438,2460,2313.96,2022-04-12 13:00:00,425,Prepaid,43,Male,93387.48,Electronics
2439,3723,1511.48,2022-04-12 14:00:00,271,Credit,41,Male,139831.57,Travel
2440,1285,3065.94,2022-04-12 15:00:00,183,Prepaid,69,Female,54704.58,Entertainment
2441,1264,219.8,2022-04-12 16:00:00,941,Credit,23,Female,69347.14,Groceries
2442,7816,613.22,2022-04-12 17:00:00,940,Debit,70,Male,135862.45,Travel
2443,2762,4326.63,2022-04-12 18:00:00,623,Prepaid,29,Female,136378.49,Travel
2444,1040,2833.73,2022-04-12 19:00:00,580,Prepaid,53,Female,50496.58,Travel
2445,6827,3561.71,2022-04-12 20:00:00,643,Prepaid,26,Male,111822.98,Entertainment
2446,9259,4210.65,2022-04-12 21:00:00,517,Debit,27,Male,74022.92,Entertainment
2447,1987,2321.85,2022-04-12 22:00:00,438,Credit,20,Female,141680.07,Dining
2448,8804,3806.5,2022-04-12 23:00:00,900,Debit,66,Male,115191.89,Dining
2449,8789,2625.3,2022-04-13 00:00:00,419,Credit,46,Male,84265.93,Groceries
2450,6717,1117.63,2022-04-13 01:00:00,403,Credit,24,Female,126263.48,Utilities
2451,4198,1691.59,2022-04-13 02:00:00,371,Credit,43,Female,149724.21,Groceries
2452,6374,2454.3,2022-04-13 03:00:00,789,Credit,25,Female,78115.63,Entertainment
2453,5790,1587.84,2022-04-13 04:00:00,213,Credit,60,Male,68556.61,Entertainment
2454,8183,1680.96,2022-04-13 05:00:00,506,Debit,30,Male,98914.69,Entertainment
2455,3524,1690.28,2022-04-13 06:00:00,125,Prepaid,52,Female,108800.72,Travel
2456,3479,618.59,2022-04-13 07:00:00,336,Debit,36,Female,111578.31,Entertainment
2457,6154,427.79,2022-04-13 08:00:00,409,Prepaid,63,Male,81565.78,Travel
2458,1778,237.25,2022-04-13 09:00:00,783,Prepaid,39,Female,63198.06,Travel
2459,2492,559.23,2022-04-13 10:00:00,332,Prepaid,33,Male,126850.22,Groceries
2460,1660,1721.82,2022-04-13 11:00:00,648,Debit,32,Female,144573.84,Electronics
2461,2348,2971.39,2022-04-13 12:00:00,364,Credit,19,Male,132317.64,Dining
2462,8851,944.79,2022-04-13 13:00:00,112,Credit,55,Male,108706.05,Dining
2463,8156,4440.6,2022-04-13 14:00:00,595,Prepaid,38,Male,66819.52,Groceries
2464,3044,4042.87,2022-04-13 15:00:00,415,Credit,47,Male,100922.81,Groceries
2465,8368,2605.03,2022-04-13 16:00:00,717,Credit,24,Female,33150.81,Entertainment
2466,4516,3622.43,2022-04-13 17:00:00,737,Debit,48,Female,89408.69,Entertainment
2467,5577,1834.81,2022-04-13 18:00:00,947,Credit,58,Male,121558.24,Entertainment
2468,1727,188.71,2022-04-13 19:00:00,483,Credit,58,Male,52637.69,Travel
2469,8468,4522.14,2022-04-13 20:00:00,741,Debit,66,Male,85199.45,Travel
2470,1342,643.33,2022-04-13 21:00:00,415,Credit,72,Female,29525.65,Entertainment
2471,2447,4739.95,2022-04-13 22:00:00,355,Prepaid,52,Female,129004.61,Travel
2472,7581,2861.55,2022-04-13 23:00:00,540,Debit,21,Female,65530.16,Groceries
2473,7317,1531.29,2022-04-14 00:00:00,214,Credit,51,Female,95687.02,Entertainment
2474,1526,2480.15,2022-04-14 01:00:00,398,Credit,18,Male,69209.53,Dining
2475,7748,2510.64,2022-04-14 02:00:00,223,Debit,27,Female,97688.05,Dining
2476,1405,121.32,2022-04-14 03:00:00,355,Prepaid,47,Male,116745.73,Utilities
2477,8986,1780.52,2022-04-14 04:00:00,750,Debit,49,Female,62485.9,Travel
2478,4740,3700.63,2022-04-14 05:00:00,817,Prepaid,20,Female,87503.98,Dining
2479,2846,2552.8,2022-04-14 06:00:00,146,Debit,27,Female,123333.69,Entertainment
2480,2478,1224.93,2022-04-14 07:00:00,828,Credit,26,Female,109420.68,Dining
2481,1771,1678.87,2022-04-14 08:00:00,930,Debit,34,Female,27419.48,Groceries
2482,6525,4315.96,2022-04-14 09:00:00,562,Debit,64,Male,93938.65,Travel
2483,9770,2630.12,2022-04-14 10:00:00,449,Prepaid,20,Male,68923.38,Dining
2484,1193,2644.12,2022-04-14 11:00:00,222,Debit,44,Male,112141.42,Travel
2485,3007,4807.53,2022-04-14 12:00:00,130,Prepaid,70,Female,22166.82,Groceries
2486,2185,1607.8,2022-04-14 13:00:00,154,Debit,52,Female,62977.58,Dining
2487,3394,2400.31,2022-04-14 14:00:00,252,Credit,21,Male,31244.1,Utilities
2488,5005,4059.51,2022-04-14 15:00:00,555,Debit,21,Female,139663.95,Entertainment
2489,8429,3795.77,2022-04-14 16:00:00,385,Credit,66,Female,133944.94,Electronics
2490,3261,1332.67,2022-04-14 17:00:00,135,Prepaid,49,Male,145851.53,Dining
2491,4736,759.7,2022-04-14 18:00:00,917,Prepaid,55,Female,103650.88,Groceries
2492,7716,3505.02,2022-04-14 19:00:00,896,Prepaid,28,Female,124916.35,Utilities
2493,5875,1291.99,2022-04-14 20:00:00,984,Prepaid,61,Male,99542.94,Utilities
2494,9921,4613.77,2022-04-14 21:00:00,355,Debit,72,Female,83965.69,Electronics
2495,5378,650.59,2022-04-14 22:00:00,277,Debit,56,Female,128396.66,Utilities
2496,8815,1594.98,2022-04-14 23:00:00,647,Debit,62,Male,120901.61,Dining
2497,4451,278.66,2022-04-15 00:00:00,353,Credit,23,Male,115325.99,Travel
2498,8616,3518.01,2022-04-15 01:00:00,607,Debit,72,Female,136208.42,Groceries
2499,3800,4456.86,2022-04-15 02:00:00,773,Credit,52,Male,140736.74,Dining
2500,9333,3181.19,2022-04-15 03:00:00,120,Credit,70,Female,77887.35,Groceries
2501,6410,4689.08,2022-04-15 04:00:00,905,Debit,63,Female,56766.77,Entertainment
2502,2455,646.88,2022-04-15 05:00:00,174,Credit,49,Female,86532.12,Electronics
2503,7892,443.23,2022-04-15 06:00:00,818,Prepaid,63,Female,32098.61,Electronics
2504,6808,4192.87,2022-04-15 07:00:00,559,Debit,40,Male,141960.86,Entertainment
2505,7796,4278.28,2022-04-15 08:00:00,277,Debit,59,Male,147900.93,Electronics
2506,5796,4156.04,2022-04-15 09:00:00,481,Credit,54,Male,104851.63,Electronics
2507,6093,3995.83,2022-04-15 10:00:00,136,Debit,43,Male,117001.02,Utilities
2508,2325,1814.33,2022-04-15 11:00:00,219,Debit,51,Female,62077.37,Entertainment
2509,5976,1091.22,2022-04-15 12:00:00,729,Credit,55,Male,132614.77,Travel
2510,2159,4644.38,2022-04-15 13:00:00,100,Debit,72,Female,137039.33,Utilities
2511,5650,1538.47,2022-04-15 14:00:00,820,Debit,28,Female,29997.29,Electronics
2512,5987,1995.05,2022-04-15 15:00:00,410,Debit,67,Female,37087.7,Travel
2513,5697,3499.3,2022-04-15 16:00:00,307,Credit,73,Female,53910.88,Groceries
2514,1340,1470.31,2022-04-15 17:00:00,253,Debit,38,Female,111477.68,Groceries
2515,4828,4096.56,2022-04-15 18:00:00,861,Debit,60,Male,43837.41,Electronics
2516,2968,354.82,2022-04-15 19:00:00,782,Debit,41,Female,48610.41,Groceries
2517,1703,3956.96,2022-04-15 20:00:00,414,Prepaid,32,Male,69642.26,Entertainment
2518,6482,3011.25,2022-04-15 21:00:00,406,Debit,20,Female,99512.73,Electronics
2519,7376,2867.1,2022-04-15 22:00:00,603,Credit,19,Female,146920.22,Entertainment
2520,2800,2294.59,2022-04-15 23:00:00,718,Prepaid,24,Female,121906.31,Travel
2521,6463,1388.84,2022-04-16 00:00:00,754,Credit,22,Female,92579.46,Dining
2522,5912,2323.03,2022-04-16 01:00:00,619,Debit,70,Female,26420.21,Dining
2523,5648,2252.89,2022-04-16 02:00:00,705,Debit,62,Male,87189.19,Utilities
2524,1855,2920.85,2022-04-16 03:00:00,196,Debit,57,Female,46531.07,Electronics
2525,3866,1411.46,2022-04-16 04:00:00,589,Prepaid,46,Male,59008.98,Entertainment
2526,1182,392.59,2022-04-16 05:00:00,106,Debit,58,Male,52611.89,Dining
2527,4112,729.72,2022-04-16 06:00:00,885,Credit,49,Male,65168.26,Electronics
2528,6670,3497.39,2022-04-16 07:00:00,111,Prepaid,47,Male,28093.77,Utilities
2529,5492,117.35,2022-04-16 08:00:00,613,Credit,25,Male,94988.91,Dining
2530,6823,4282.93,2022-04-16 09:00:00,448,Credit,49,Female,25947.9,Utilities
2531,2517,3473.51,2022-04-16 10:00:00,106,Credit,59,Female,105875.86,Dining
2532,6002,3841.59,2022-04-16 11:00:00,599,Credit,19,Female,115004.3,Groceries
2533,2356,4180.74,2022-04-16 12:00:00,574,Credit,27,Female,83188.33,Electronics
2534,4629,617.94,2022-04-16 13:00:00,623,Debit,60,Male,121563.42,Utilities
2535,4628,4113.14,2022-04-16 14:00:00,951,Credit,72,Female,145760.79,Utilities
2536,9210,2525.69,2022-04-16 15:00:00,156,Credit,60,Female,64206.84,Dining
2537,7132,4428.19,2022-04-16 16:00:00,689,Debit,54,Female,100457.9,Utilities
2538,7588,4433.5,2022-04-16 17:00:00,685,Prepaid,63,Male,62085.13,Electronics
2539,4311,125.77,2022-04-16 18:00:00,332,Debit,72,Male,77640.13,Groceries
2540,7048,1917.41,2022-04-16 19:00:00,890,Prepaid,20,Male,22707.32,Electronics
2541,7246,2634.36,2022-04-16 20:00:00,129,Credit,69,Male,29665.48,Groceries
2542,1987,3393.41,2022-04-16 21:00:00,466,Debit,40,Male,123678.73,Dining
2543,4321,1434.5,2022-04-16 22:00:00,925,Prepaid,51,Female,38188.01,Utilities
2544,5615,1264.45,2022-04-16 23:00:00,706,Prepaid,35,Male,110889.69,Utilities
2545,9365,1909.42,2022-04-17 00:00:00,919,Debit,50,Female,112152.71,Dining
2546,4741,2507.19,2022-04-17 01:00:00,155,Debit,50,Female,149509.38,Dining
2547,4052,4755.98,2022-04-17 02:00:00,109,Debit,34,Female,110427.48,Groceries
2548,7574,3811.73,2022-04-17 03:00:00,246,Debit,23,Male,36736.94,Travel
2549,1726,2149.46,2022-04-17 04:00:00,463,Debit,30,Female,101450.41,Groceries
2550,4760,276.56,2022-04-17 05:00:00,698,Credit,38,Female,88138.57,Groceries
2551,6806,846.76,2022-04-17 06:00:00,352,Credit,48,Male,139260.8,Utilities
2552,2875,2282.34,2022-04-17 07:00:00,798,Debit,73,Female,109719.51,Entertainment
2553,7993,4070.06,2022-04-17 08:00:00,844,Debit,38,Male,87402.22,Dining
2554,5033,1906.57,2022-04-17 09:00:00,352,Credit,50,Male,101147.81,Dining
2555,6443,2694.79,2022-04-17 10:00:00,542,Prepaid,45,Male,77649.79,Entertainment
2556,1989,4459.57,2022-04-17 11:00:00,835,Credit,73,Female,86092.95,Utilities
2557,4744,4569.41,2022-04-17 12:00:00,439,Debit,23,Female,113904.85,Travel
2558,9611,1082.8,2022-04-17 13:00:00,615,Prepaid,25,Female,30185.02,Electronics
2559,1593,222.76,2022-04-17 14:00:00,452,Debit,30,Male,99993.62,Dining
2560,2774,1530.53,2022-04-17 15:00:00,723,Prepaid,51,Female,31468.27,Dining
2561,1935,3480.53,2022-04-17 16:00:00,804,Debit,57,Female,131159.98,Groceries
2562,4808,4755.81,2022-04-17 17:00:00,752,Credit,39,Male,142520.24,Travel
2563,1331,389.77,2022-04-17 18:00:00,422,Debit,18,Female,121426.33,Travel
2564,8922,147.28,2022-04-17 19:00:00,239,Credit,30,Female,113344.12,Utilities
2565,3702,4421.32,2022-04-17 20:00:00,960,Prepaid,18,Male,142687.15,Travel
2566,6889,3741.99,2022-04-17 21:00:00,544,Credit,27,Male,48408.68,Travel
2567,6054,4961.28,2022-04-17 22:00:00,194,Prepaid,22,Female,49748.28,Entertainment
2568,4868,1986.98,2022-04-17 23:00:00,652,Debit,72,Female,82532.0,Groceries
2569,5200,2083.17,2022-04-18 00:00:00,519,Credit,37,Male,20970.19,Utilities
2570,1201,865.7,2022-04-18 01:00:00,613,Prepaid,30,Male,145459.09,Entertainment
2571,3497,583.66,2022-04-18 02:00:00,889,Prepaid,54,Male,24192.82,Entertainment
2572,2842,2895.7,2022-04-18 03:00:00,249,Prepaid,27,Female,97494.56,Electronics
2573,5658,1824.6,2022-04-18 04:00:00,652,Prepaid,20,Male,66016.61,Groceries
2574,8544,406.18,2022-04-18 05:00:00,450,Debit,51,Female,33385.57,Travel
2575,8718,4435.5,2022-04-18 06:00:00,215,Debit,51,Male,23199.94,Utilities
2576,1770,995.79,2022-04-18 07:00:00,731,Debit,47,Female,54114.41,Groceries
2577,4155,3744.18,2022-04-18 08:00:00,336,Prepaid,54,Male,33868.92,Travel
2578,2628,1414.73,2022-04-18 09:00:00,369,Debit,21,Male,142242.72,Electronics
2579,1386,4065.46,2022-04-18 10:00:00,960,Prepaid,51,Female,51818.97,Dining
2580,7031,596.39,2022-04-18 11:00:00,390,Prepaid,49,Male,32237.15,Entertainment
2581,7439,3781.58,2022-04-18 12:00:00,533,Prepaid,38,Male,120058.66,Electronics
2582,7401,495.1,2022-04-18 13:00:00,108,Credit,58,Female,73852.77,Entertainment
2583,5008,2237.34,2022-04-18 14:00:00,850,Debit,41,Female,129676.58,Utilities
2584,3466,3671.35,2022-04-18 15:00:00,729,Debit,26,Male,128996.03,Travel
2585,3282,870.23,2022-04-18 16:00:00,963,Credit,58,Male,149009.5,Utilities
2586,2856,1431.9,2022-04-18 17:00:00,926,Credit,41,Female,124497.63,Travel
2587,8980,4324.51,2022-04-18 18:00:00,923,Credit,42,Female,47839.74,Electronics
2588,2998,4426.17,2022-04-18 19:00:00,574,Credit,53,Female,96238.29,Dining
2589,6476,229.45,2022-04-18 20:00:00,621,Prepaid,25,Female,88412.51,Dining
2590,5669,844.61,2022-04-18 21:00:00,636,Debit,67,Male,86064.65,Entertainment
2591,5318,591.77,2022-04-18 22:00:00,784,Debit,58,Male,58584.97,Travel
2592,8064,902.57,2022-04-18 23:00:00,836,Debit,46,Male,47318.31,Travel
2593,8446,4851.09,2022-04-19 00:00:00,110,Prepaid,42,Female,113196.34,Dining
2594,2431,2760.52,2022-04-19 01:00:00,712,Debit,52,Female,33229.02,Travel
2595,6624,2343.22,2022-04-19 02:00:00,876,Credit,55,Male,26450.08,Utilities
2596,8461,4922.41,2022-04-19 03:00:00,426,Debit,45,Female,69561.67,Travel
2597,2819,2787.0,2022-04-19 04:00:00,694,Debit,72,Female,116710.31,Electronics
2598,2130,3307.28,2022-04-19 05:00:00,375,Prepaid,36,Male,132909.29,Dining
2599,7563,1667.19,2022-04-19 06:00:00,469,Credit,49,Male,90216.5,Dining
2600,3658,1913.66,2022-04-19 07:00:00,589,Credit,54,Female,129191.21,Utilities
2601,4500,2974.07,2022-04-19 08:00:00,444,Credit,66,Male,23287.86,Utilities
2602,9566,353.58,2022-04-19 09:00:00,872,Debit,68,Male,79198.03,Groceries
2603,3120,1283.14,2022-04-19 10:00:00,467,Credit,45,Female,37340.51,Utilities
2604,5020,988.07,2022-04-19 11:00:00,832,Credit,73,Female,95753.28,Dining
2605,4259,84.39,2022-04-19 12:00:00,410,Debit,52,Female,139728.47,Dining
